;;;
S3705100;Lifan;0;60
1XFN01;Lifan;0;60
B3781120;Lifan;0;60
1SSR34B;Lifan;0;60
BBE1301100B;Lifan;0;60
999J10B360;NISSAN;0;60
46237A4600;NISSAN;0;60
110265PA0B;NISSAN;0;60
80874AX000;NISSAN;0;60
12032D4200;NISSAN;0;60
144891KC0A;NISSAN;0;60
6489935F0A;NISSAN;0;60
S3630354;Lifan;0;60
011215PA0F;NISSAN;0;60
770305PA0B;NISSAN;0;60
H0895R8000;NISSAN;0;60
62274BA69H;NISSAN;0;60
24319C9924;NISSAN;0;60
483665PA0A;NISSAN;0;60
111285PA0A;NISSAN;0;60
66853JG00A;NISSAN;0;60
609114EA0A;NISSAN;0;60
124101131;NISSAN;0;60
012235PA0A;NISSAN;0;60
012235PA0D;NISSAN;0;60
92470HC050;NISSAN;0;60
489355PA0A;NISSAN;0;60
402345PA0A;NISSAN;0;60
66853JG00B;NISSAN;0;60
561255PA0B;NISSAN;0;60
92472N8210;NISSAN;0;60
166188H800;NISSAN;0;60
4000466B03;Lifan;0;60
66853JG00C;NISSAN;0;60
64891W500A;NISSAN;0;60
D8635JG00A;NISSAN;0;60
400975;Lifan;0;60
400231;Lifan;0;60
KE26289925;NISSAN;0;60
B2906012;Lifan;0;60
S2906341;Lifan;0;60
382251LA0A;NISSAN;0;60
24319C9920;NISSAN;0;60
11026EN10A;NISSAN;0;60
166185L300;NISSAN;0;60
999TNKR51XX;NISSAN;0;60
11026EA20A;NISSAN;0;60
150531LA0A;NISSAN;0;60
KE26289920;NISSAN;0;60
2626189968;NISSAN;0;60
805159U100;NISSAN;0;60
402145PA0A;NISSAN;0;60
KE26289961;NISSAN;0;60
805135PA0B;NISSAN;0;60
40039D0100;NISSAN;0;60
24319C9910;NISSAN;0;60
S2916341;Lifan;0;60
64899AU005;NISSAN;0;60
012410009U;NISSAN;0;60
4000466B32;Lifan;0;60
A1200012;Lifan;0;60
LF479Q11008013B;Lifan;0;60
32917AX003;NISSAN;0;60
2431989910;NISSAN;0;60
124101051;NISSAN;0;60
Q67516;Lifan;0;60
132295PA0M;NISSAN;0;60
132295PA1C;NISSAN;0;60
13004EN200;NISSAN;0;60
161751LA0A;NISSAN;0;60
80812EY10A;NISSAN;0;60
LFB479Q1003021B;Lifan;0;60
Q67522;Lifan;0;60
322365PA0A;NISSAN;0;60
253605PA0C;NISSAN;0;60
132295PA1A;NISSAN;0;60
KE26289948;NISSAN;0;60
462062J00A;NISSAN;0;60
322365PA0B;NISSAN;0;60
999T31TENPXX;NISSAN;0;60
2626189900;NISSAN;0;60
LBV1502706;Lifan;0;60
LFB479Q3707800A;Lifan;0;60
B8121170;Lifan;0;60
92473N8210;NISSAN;0;60
999PENSERVIC;NISSAN;0;60
Q67517;Lifan;0;60
808295PA0A;NISSAN;0;60
150667S020;NISSAN;0;60
150661LA0A;NISSAN;0;60
2431989920;NISSAN;0;60
LF481Q12303324A1;Lifan;0;60
B1109130;Lifan;0;60
132295PA1H;NISSAN;0;60
1LS630860;Lifan;0;60
4620695F0B;NISSAN;0;60
132295PA1F;NISSAN;0;60
12315BN700;NISSAN;0;60
402625PA0A;NISSAN;0;60
150667S010;NISSAN;0;60
LF479Q13707800A;Lifan;0;60
S8113110;Lifan;0;60
1102100QAA;NISSAN;0;60
2626189917;NISSAN;0;60
22131EN205;NISSAN;0;60
LF479Q11017100A;Lifan;0;60
161751KC0A;NISSAN;0;60
KE26289947;NISSAN;0;60
903565F500;NISSAN;0;60
A1301150;Lifan;0;60
214401LA0A;NISSAN;0;60
LFB479Q1008013A;Lifan;0;60
99T31PLBADGE;NISSAN;0;60
0121100Q0E;NISSAN;0;60
852228H300;NISSAN;0;60
1LS630840;Lifan;0;60
166351LA0B;NISSAN;0;60
2628289900;NISSAN;0;60
175715L30A;NISSAN;0;60
3822540P00;NISSAN;0;60
15066ZL80A;NISSAN;0;60
S1109160;Lifan;0;60
LF479Q11025022A;Lifan;0;60
C1117100;Lifan;0;60
1320789J00;NISSAN;0;60
F1117100;Lifan;0;60
80895R8000;NISSAN;0;60
248245PA0A;NISSAN;0;60
26447EN000;NISSAN;0;60
56112BM400;NISSAN;0;60
315261XG0A;NISSAN;0;60
383425PA1B;NISSAN;0;60
132295PA0E;NISSAN;0;60
2892170J00;NISSAN;0;60
828385PA0A;NISSAN;0;60
LBA8103109;Lifan;0;60
S2914720;Lifan;0;60
999RIVF15RK;NISSAN;0;60
2069130P00;NISSAN;0;60
LF479Q11025021A;Lifan;0;60
3130590X01;NISSAN;0;60
54613AX602;NISSAN;0;60
36406EM00A;NISSAN;0;60
497292J00B;NISSAN;0;60
2069224U0A;NISSAN;0;60
244205PA0A;NISSAN;0;60
LF479Q11025015A;Lifan;0;60
132074F105;NISSAN;0;60
46252BR60A;NISSAN;0;60
80872D0101;NISSAN;0;60
150666N204;NISSAN;0;60
397521LB0C;NISSAN;0;60
166181LA0D;NISSAN;0;60
140351LA0A;NISSAN;0;60
28937BN701;NISSAN;0;60
LFB479Q1003300A;Lifan;0;60
